"","Data.Set","Image","Nuclear.Envelope","Nucleoplasm","NE.Nuc.Ratio","Nuc.NE.Ratio","Nucleoplasmic.Area","WholeNuc.Area","Nuc.Area","BAD","Time.point","Nucleus.ID","NE.mean","Nuc.mean","Norm.Nuc.NE.Ratio","Norm.NE.Nuc.Ratio","n","Sample","Subcomplex"
"1197","210210_15303_measurements.csv","210210_Nup1GFP_HighTimeResolution_01_30_R3D_D3D_nucleus_5_substack_frame_3_middleslice",361.87,100.54,3.6,0.28,1.76,5.21,2.48,0,"Post","210210_Nup1GFP_HighTimeResolution_01_30_R3D_D3D_nucleus_5",104.889855072464,57.125,0.544618923922956,1.8361462594742,3,"Nup1-GFP","Basket"
"1198","210210_15303_measurements.csv","210210_Nup1GFP_HighTimeResolution_01_30_R3D_D3D_nucleus_6_substack_frame_3_middleslice",338.39,118.11,2.86,0.35,1.54,5.08,2.33,0,"Post","210210_Nup1GFP_HighTimeResolution_01_30_R3D_D3D_nucleus_6",95.590395480226,76.6948051948052,0.802327522650227,1.2463737959491,3,"Nup1-GFP","Basket"
"1199","210210_15303_measurements.csv","210210_Nup1GFP_HighTimeResolution_01_30_R3D_D3D_nucleus_8_substack_frame_3_middleslice",267.24,78.77,3.39,0.29,1.46,4.72,2.17,0,"Post","210210_Nup1GFP_HighTimeResolution_01_30_R3D_D3D_nucleus_8",81.9754601226994,53.9520547945205,0.658148849835867,1.51941312402109,3,"Nup1-GFP","Basket"
"1200","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_11_R3D_D3D_nucleus_1_substack_frame_3_middleslice",197.6,110.4,1.79,0.56,1.85,5.86,2.74,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_11_R3D_D3D_nucleus_1",49.2768079800499,59.6756756756757,1.21102965313492,0.825743611984531,3,"Mlp1-GFP","Basket"
"1201","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_11_R3D_D3D_nucleus_2_substack_frame_3_middleslice",388,214.26,1.81,0.55,3.79,10.96,5.46,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_11_R3D_D3D_nucleus_2",54.1143654114365,56.532981530343,1.04469452982618,0.957217609023357,3,"Mlp1-GFP","Basket"
"1202","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_11_R3D_D3D_nucleus_3_substack_frame_3_middleslice",170.1,121.58,1.4,0.71,2.13,6.33,3.17,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_11_R3D_D3D_nucleus_3",40.5,57.0798122065728,1.40937807917464,0.709532817897681,3,"Mlp1-GFP","Basket"
"1203","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_11_R3D_D3D_nucleus_4_substack_frame_3_middleslice",184.14,49.7,3.7,0.27,1.77,5.22,2.53,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_11_R3D_D3D_nucleus_4",53.3739130434783,28.0790960451977,0.526082770478615,1.90084157116613,3,"Mlp1-GFP","Basket"
"1204","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_12_R3D_D3D_nucleus_1_substack_frame_3_middleslice",171.89,115.34,1.49,0.67,2.26,5.99,3.11,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_12_R3D_D3D_nucleus_1",46.083109919571,51.0353982300885,1.10746428179784,0.902963658906108,3,"Mlp1-GFP","Basket"
"1205","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_12_R3D_D3D_nucleus_2_substack_frame_3_middleslice",301.91,189.02,1.6,0.63,3.96,9.63,5.26,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_12_R3D_D3D_nucleus_2",53.2469135802469,47.7323232323232,0.896433615074932,1.11553157220282,3,"Mlp1-GFP","Basket"
"1206","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_12_R3D_D3D_nucleus_3_substack_frame_3_middleslice",400.94,194.29,2.06,0.48,3.73,8.92,4.98,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_12_R3D_D3D_nucleus_3",77.252408477842,52.0884718498659,0.674263403254363,1.48309992085208,3,"Mlp1-GFP","Basket"
"1207","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_12_R3D_D3D_nucleus_4_substack_frame_3_middleslice",229.25,108.52,2.11,0.47,2.55,6.75,3.47,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_12_R3D_D3D_nucleus_4",54.5833333333333,42.556862745098,0.77966771441401,1.2825976778474,3,"Mlp1-GFP","Basket"
"1208","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_13_R3D_D3D_nucleus_1_substack_frame_3_middleslice",185.63,98.08,1.89,0.53,1.97,5.51,2.73,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_13_R3D_D3D_nucleus_1",52.4378531073446,49.7868020304569,0.949443943262497,1.05324806914222,3,"Mlp1-GFP","Basket"
"1209","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_13_R3D_D3D_nucleus_2_substack_frame_3_middleslice",178.17,88.54,2.01,0.5,2.58,6.59,3.44,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_13_R3D_D3D_nucleus_2",44.431421446384,34.3178294573643,0.772377482876079,1.29470371958065,3,"Mlp1-GFP","Basket"
"1210","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_13_R3D_D3D_nucleus_3_substack_frame_3_middleslice",186.76,90.73,2.06,0.49,2.7,6.72,3.59,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_13_R3D_D3D_nucleus_3",46.4577114427861,33.6037037037037,0.723318102853335,1.38251758950207,3,"Mlp1-GFP","Basket"
"1211","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_13_R3D_D3D_nucleus_4_substack_frame_3_middleslice",232.81,110.73,2.1,0.48,2.18,6.1,3.08,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_13_R3D_D3D_nucleus_4",59.390306122449,50.7935779816514,0.855250314368255,1.1692483278871,3,"Mlp1-GFP","Basket"
"1212","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_13_R3D_D3D_nucleus_5_substack_frame_3_middleslice",267.65,99.81,2.68,0.37,2.25,6.26,3.14,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_13_R3D_D3D_nucleus_5",66.7456359102244,44.36,0.664612740519335,1.50463561564978,3,"Mlp1-GFP","Basket"
"1213","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_14_R3D_D3D_nucleus_1_substack_frame_3_middleslice",304.63,107.12,2.84,0.35,1.83,5.28,2.6,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_14_R3D_D3D_nucleus_1",88.2985507246377,58.5355191256831,0.662927292071058,1.50846105140111,3,"Mlp1-GFP","Basket"
"1214","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_14_R3D_D3D_nucleus_2_substack_frame_3_middleslice",210.25,59.46,3.54,0.28,1.56,4.92,2.29,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_14_R3D_D3D_nucleus_2",62.5744047619048,38.1153846153846,0.609121009786884,1.64170991302676,3,"Mlp1-GFP","Basket"
"1215","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_14_R3D_D3D_nucleus_3_substack_frame_3_middleslice",238.24,81.27,2.93,0.34,1.78,5.42,2.59,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_14_R3D_D3D_nucleus_3",65.4505494505495,45.6573033707865,0.697584722421352,1.43351763285318,3,"Mlp1-GFP","Basket"
"1216","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_14_R3D_D3D_nucleus_4_substack_frame_3_middleslice",254.09,110.55,2.3,0.44,2.24,5.97,3.09,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_14_R3D_D3D_nucleus_4",68.1206434316354,49.3526785714286,0.724489319026441,1.38028259870523,3,"Mlp1-GFP","Basket"
"1217","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_14_R3D_D3D_nucleus_5_substack_frame_3_middleslice",214.39,90.42,2.37,0.42,1.87,5.41,2.65,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_14_R3D_D3D_nucleus_5",60.5621468926554,48.3529411764706,0.798402032579439,1.25250182138095,3,"Mlp1-GFP","Basket"
"1218","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_14_R3D_D3D_nucleus_6_substack_frame_3_middleslice",318.84,149.77,2.13,0.47,3.4,10.27,5.05,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_14_R3D_D3D_nucleus_6",46.410480349345,44.05,0.949139066616485,1.05358638704529,3,"Mlp1-GFP","Basket"
"1219","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_14_R3D_D3D_nucleus_7_substack_frame_3_middleslice",244.19,121.47,2.01,0.5,2.03,5.57,2.8,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_14_R3D_D3D_nucleus_7",68.9802259887006,59.8374384236453,0.867457848477433,1.15279376600858,3,"Mlp1-GFP","Basket"
"1220","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_14_R3D_D3D_nucleus_8_substack_frame_3_middleslice",252.32,112.8,2.24,0.45,2.11,5.93,2.95,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_14_R3D_D3D_nucleus_8",66.0523560209424,53.4597156398104,0.80935365307576,1.23555382273217,3,"Mlp1-GFP","Basket"
"1221","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_15_R3D_D3D_nucleus_1_substack_frame_3_middleslice",233.96,129.18,1.81,0.55,2.33,6.25,3.19,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_15_R3D_D3D_nucleus_1",59.6836734693878,55.4420600858369,0.928931764132675,1.07650533506482,3,"Mlp1-GFP","Basket"
"1222","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_15_R3D_D3D_nucleus_2_substack_frame_3_middleslice",255.87,122.72,2.09,0.48,1.77,5.5,2.61,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_15_R3D_D3D_nucleus_2",68.597855227882,69.3333333333333,1.01072159039095,0.989392142709837,3,"Mlp1-GFP","Basket"
"1223","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_15_R3D_D3D_nucleus_3_substack_frame_3_middleslice",266.76,133.79,1.99,0.5,2.45,6.42,3.36,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_15_R3D_D3D_nucleus_3",67.1939546599496,54.6081632653061,0.812694587506617,1.23047454157169,3,"Mlp1-GFP","Basket"
"1224","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_15_R3D_D3D_nucleus_4_substack_frame_3_middleslice",178.48,77.68,2.3,0.44,1.69,5.14,2.42,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_15_R3D_D3D_nucleus_4",51.7333333333333,45.9644970414201,0.888488989202709,1.12550635084106,3,"Mlp1-GFP","Basket"
"1225","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_15_R3D_D3D_nucleus_5_substack_frame_3_middleslice",430.09,187.95,2.29,0.44,3.63,10.68,5.3,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_15_R3D_D3D_nucleus_5",61.0056737588652,51.7768595041322,0.848722033769984,1.17824206302038,3,"Mlp1-GFP","Basket"
"1226","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_15_R3D_D3D_nucleus_6_substack_frame_3_middleslice",176.08,88.66,1.99,0.5,1.99,5.54,2.76,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_15_R3D_D3D_nucleus_6",49.6,44.5527638190955,0.898241206030151,1.11328671328671,3,"Mlp1-GFP","Basket"
"1227","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_16_R3D_D3D_nucleus_10_substack_frame_3_middleslice",346.72,137.14,2.53,0.4,1.99,6.16,3,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_16_R3D_D3D_nucleus_10",83.1462829736211,68.9145728643216,0.828835281622696,1.20651234590569,3,"Mlp1-GFP","Basket"
"1228","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_16_R3D_D3D_nucleus_11_substack_frame_3_middleslice",223.69,110.3,2.03,0.49,2.29,6.37,3.21,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_16_R3D_D3D_nucleus_11",54.8259803921569,48.1659388646288,0.878523986622941,1.13827284767035,3,"Mlp1-GFP","Basket"
"1229","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_16_R3D_D3D_nucleus_1_substack_frame_3_middleslice",246.04,82.43,2.99,0.34,1.68,5.22,2.47,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_16_R3D_D3D_nucleus_1",69.5028248587571,49.0654761904762,0.705949381053023,1.41653215774247,3,"Mlp1-GFP","Basket"
"1230","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_16_R3D_D3D_nucleus_2_substack_frame_3_middleslice",300.2,91.75,3.27,0.31,1.66,5.26,2.46,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_16_R3D_D3D_nucleus_2",83.3888888888889,55.2710843373494,0.662811137956222,1.50872540115047,3,"Mlp1-GFP","Basket"
"1231","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_16_R3D_D3D_nucleus_3_substack_frame_3_middleslice",275.19,172.92,1.59,0.63,3.84,9.22,5.11,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_16_R3D_D3D_nucleus_3",51.1505576208178,45.03125,0.880366746611432,1.13589024556986,3,"Mlp1-GFP","Basket"
"1232","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_16_R3D_D3D_nucleus_4_substack_frame_3_middleslice",199.19,134.96,1.48,0.68,2.46,6.47,3.32,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_16_R3D_D3D_nucleus_4",49.6733167082294,54.8617886178862,1.10445189195102,0.905426490087762,3,"Mlp1-GFP","Basket"
"1233","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_16_R3D_D3D_nucleus_5_substack_frame_3_middleslice",230.91,106.22,2.17,0.46,2.11,5.84,2.94,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_16_R3D_D3D_nucleus_5",61.9061662198391,50.3412322274882,0.81318607339886,1.22973084846414,3,"Mlp1-GFP","Basket"
"1234","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_16_R3D_D3D_nucleus_6_substack_frame_3_middleslice",229.27,91.92,2.49,0.4,2.1,5.83,2.91,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_16_R3D_D3D_nucleus_6",61.4664879356568,43.7714285714286,0.712118587566749,1.40426049461357,3,"Mlp1-GFP","Basket"
"1235","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_16_R3D_D3D_nucleus_7_substack_frame_3_middleslice",178.31,112.47,1.59,0.63,1.77,5.5,2.59,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_16_R3D_D3D_nucleus_7",47.8042895442359,63.5423728813559,1.32921906145173,0.752321441213636,3,"Mlp1-GFP","Basket"
"1236","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_16_R3D_D3D_nucleus_8_substack_frame_3_middleslice",165.3,107.24,1.54,0.65,2.13,6.14,3.02,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_16_R3D_D3D_nucleus_8",41.2219451371571,50.3474178403756,1.22137414119725,0.81874993605133,3,"Mlp1-GFP","Basket"
"1237","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_17_R3D_D3D_nucleus_10_substack_frame_3_middleslice",173.1,80.33,2.15,0.46,1.82,5.36,2.6,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_17_R3D_D3D_nucleus_10",48.8983050847458,44.1373626373626,0.902635839030986,1.10786649140094,3,"Mlp1-GFP","Basket"
"1238","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_17_R3D_D3D_nucleus_11_substack_frame_3_middleslice",163.35,93.02,1.76,0.57,2.32,6.4,3.24,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_17_R3D_D3D_nucleus_11",40.0367647058823,40.0948275862069,1.00145023906779,0.998551861079844,3,"Mlp1-GFP","Basket"
"1239","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_17_R3D_D3D_nucleus_2_substack_frame_3_middleslice",295.52,90.72,3.26,0.31,2.06,6.42,3.05,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_17_R3D_D3D_nucleus_2",67.7798165137615,44.0388349514563,0.649733758758627,1.53909195346504,3,"Mlp1-GFP","Basket"
"1240","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_17_R3D_D3D_nucleus_3_substack_frame_3_middleslice",169.38,116.94,1.45,0.69,2.44,6.54,3.32,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_17_R3D_D3D_nucleus_3",41.3121951219512,47.9262295081967,1.16009883683792,0.861995519903891,3,"Mlp1-GFP","Basket"
"1241","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_17_R3D_D3D_nucleus_4_substack_frame_3_middleslice",315.97,101.16,3.12,0.32,1.89,5.9,2.77,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_17_R3D_D3D_nucleus_4",78.7955112219451,53.5238095238095,0.679274855810603,1.47215812781214,3,"Mlp1-GFP","Basket"
"1242","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_17_R3D_D3D_nucleus_5_substack_frame_3_middleslice",194.23,90.54,2.15,0.47,2.31,6.51,3.25,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_17_R3D_D3D_nucleus_5",46.2452380952381,39.1948051948052,0.847542510519394,1.17988182018997,3,"Mlp1-GFP","Basket"
"1243","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_17_R3D_D3D_nucleus_6_substack_frame_3_middleslice",215.57,135.54,1.59,0.63,2.12,5.76,2.9,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_17_R3D_D3D_nucleus_6",59.2225274725275,63.9339622641509,1.07955477404792,0.926307792841658,3,"Mlp1-GFP","Basket"
"1244","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_17_R3D_D3D_nucleus_7_substack_frame_3_middleslice",189.28,83.77,2.26,0.44,1.95,5.4,2.75,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_17_R3D_D3D_nucleus_7",54.863768115942,42.9589743589744,0.783011736783926,1.27712006477363,3,"Mlp1-GFP","Basket"
"1245","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_17_R3D_D3D_nucleus_8_substack_frame_3_middleslice",184.24,156.02,1.18,0.85,2.3,6.4,3.19,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_17_R3D_D3D_nucleus_8",44.9365853658537,67.8347826086957,1.50956691649833,0.662441650695189,3,"Mlp1-GFP","Basket"
"1246","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_17_R3D_D3D_nucleus_9_substack_frame_3_middleslice",254.31,143.9,1.77,0.57,2.53,6.91,3.54,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_17_R3D_D3D_nucleus_9",58.0616438356164,56.8774703557312,0.979604892289343,1.02081972831209,3,"Mlp1-GFP","Basket"
"1247","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_18_R3D_D3D_nucleus_1_substack_frame_3_middleslice",201.87,96.11,2.1,0.48,1.89,5.53,2.66,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_18_R3D_D3D_nucleus_1",55.4587912087912,50.8518518518519,0.916930404422355,1.09059531146203,3,"Mlp1-GFP","Basket"
"1248","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_18_R3D_D3D_nucleus_2_substack_frame_3_middleslice",400.85,234.73,1.71,0.59,4.72,10.88,6.17,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_18_R3D_D3D_nucleus_2",65.0730519480519,49.7309322033898,0.764232362162608,1.30850255695823,3,"Mlp1-GFP","Basket"
"1249","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_18_R3D_D3D_nucleus_3_substack_frame_3_middleslice",268.77,114.94,2.34,0.43,2.52,7.05,3.53,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_18_R3D_D3D_nucleus_3",59.3311258278146,45.6111111111111,0.768755193411963,1.30080422034185,3,"Mlp1-GFP","Basket"
"1250","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_18_R3D_D3D_nucleus_4_substack_frame_3_middleslice",230.23,90.54,2.54,0.39,1.98,5.62,2.77,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_18_R3D_D3D_nucleus_4",63.25,45.7272727272727,0.722960833632771,1.38320079522863,3,"Mlp1-GFP","Basket"
"1251","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_18_R3D_D3D_nucleus_5_substack_frame_3_middleslice",201.68,104.3,1.93,0.52,2.34,6.26,3.18,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_18_R3D_D3D_nucleus_5",51.4489795918367,44.5726495726496,0.866346620015799,1.15427240886767,3,"Mlp1-GFP","Basket"
"1252","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_18_R3D_D3D_nucleus_6_substack_frame_3_middleslice",210.86,100.04,2.11,0.47,2.16,6.07,3,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_18_R3D_D3D_nucleus_6",53.9283887468031,46.3148148148148,0.858820667390334,1.16438744195416,3,"Mlp1-GFP","Basket"
"1253","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_18_R3D_D3D_nucleus_7_substack_frame_3_middleslice",228.82,108.26,2.11,0.47,1.97,5.51,2.75,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_18_R3D_D3D_nucleus_7",64.638418079096,54.9543147208122,0.85018037807742,1.17622098296526,3,"Mlp1-GFP","Basket"
"1254","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_18_R3D_D3D_nucleus_8_substack_frame_3_middleslice",241.86,118.91,2.03,0.49,2.3,6.03,3.12,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_18_R3D_D3D_nucleus_8",64.8418230563003,51.7,0.797324898701728,1.25419386956093,3,"Mlp1-GFP","Basket"
"1255","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_18_R3D_D3D_nucleus_9_substack_frame_3_middleslice",252.55,123.72,2.04,0.49,2.46,6.75,3.44,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_18_R3D_D3D_nucleus_9",58.8694638694639,50.2926829268293,0.854308492401891,1.17053735142969,3,"Mlp1-GFP","Basket"
"1256","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_19_R3D_D3D_nucleus_10_substack_frame_3_middleslice",207.8,82.71,2.51,0.4,1.64,5,2.34,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_19_R3D_D3D_nucleus_10",61.8452380952381,50.4329268292683,0.815469846710017,1.22628691181466,3,"Mlp1-GFP","Basket"
"1257","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_19_R3D_D3D_nucleus_11_substack_frame_3_middleslice",177.56,73.59,2.41,0.41,1.71,5.16,2.47,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_19_R3D_D3D_nucleus_11",51.4666666666667,43.0350877192982,0.836173984183256,1.19592335915206,3,"Mlp1-GFP","Basket"
"1258","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_19_R3D_D3D_nucleus_2_substack_frame_3_middleslice",202.67,93.42,2.17,0.46,1.76,5.56,2.61,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_19_R3D_D3D_nucleus_2",53.3342105263158,53.0795454545455,0.995225108438707,1.0047978005386,3,"Mlp1-GFP","Basket"
"1259","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_19_R3D_D3D_nucleus_3_substack_frame_3_middleslice",272.26,101.09,2.69,0.37,1.9,5.63,2.73,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_19_R3D_D3D_nucleus_3",72.9919571045576,53.2052631578947,0.728919531253021,1.37189354534236,3,"Mlp1-GFP","Basket"
"1260","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_19_R3D_D3D_nucleus_4_substack_frame_3_middleslice",208.19,107.03,1.95,0.51,2.48,6.49,3.35,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_19_R3D_D3D_nucleus_4",51.9177057356609,43.1572580645161,0.83126281204049,1.2029889771507,3,"Mlp1-GFP","Basket"
"1261","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_19_R3D_D3D_nucleus_6_substack_frame_3_middleslice",232.79,93.99,2.48,0.4,2.01,5.62,2.82,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_19_R3D_D3D_nucleus_6",64.4847645429363,46.7611940298507,0.725151039339152,1.37902305278542,3,"Mlp1-GFP","Basket"
"1262","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_19_R3D_D3D_nucleus_7_substack_frame_3_middleslice",188.38,81.28,2.32,0.43,1.78,5.33,2.53,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_19_R3D_D3D_nucleus_7",53.0647887323944,45.6629213483146,0.860512638212745,1.16209798159033,3,"Mlp1-GFP","Basket"
"1263","210527_14648_measurements.csv","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_19_R3D_D3D_nucleus_8_substack_frame_3_middleslice",155.34,96.88,1.6,0.62,2.1,5.74,2.91,0,"Post","210527_Nup60GFP_phosphomutants2_hightimeresolution_01_19_R3D_D3D_nucleus_8",42.6758241758242,46.1333333333333,1.08101798206086,0.925053992250524,3,"Mlp1-GFP","Basket"
