 ,Image,Nuclear.Envelope,Nucleoplasm,NE.Nuc.Ratio,Nuc.NE.Ratio,Nucleoplasmic.Area,WholeNuc.Area,Nuc.Area,BAD
210,210210_Nup1GFP_HighTimeResolution_01_30_R3D_D3D_nucleus_3_substack_frame_3_middleslice,418.24,113.23,3.69,0.27,1.87,5.78,2.73,
211,210210_Nup1GFP_HighTimeResolution_01_30_R3D_D3D_nucleus_4_substack_frame_1_middleslice,551.2,164.04,3.36,0.3,3.25,7.96,4.38,
212,210210_Nup1GFP_HighTimeResolution_01_30_R3D_D3D_nucleus_4_substack_frame_2_middleslice,709.96,364.27,1.95,0.51,4.37,12.18,6.23,
213,210210_Nup1GFP_HighTimeResolution_01_30_R3D_D3D_nucleus_4_substack_frame_3_middleslice,327.98,113.08,2.9,0.34,1.73,5.08,2.42,
214,210210_Nup1GFP_HighTimeResolution_01_30_R3D_D3D_nucleus_5_substack_frame_1_middleslice,475.62,110.5,4.3,0.23,2.03,5.82,2.87,
215,210210_Nup1GFP_HighTimeResolution_01_30_R3D_D3D_nucleus_5_substack_frame_2_middleslice,501.42,301.37,1.66,0.6,3.38,8.04,4.43,
216,210210_Nup1GFP_HighTimeResolution_01_30_R3D_D3D_nucleus_5_substack_frame_3_middleslice,361.87,100.54,3.6,0.28,1.76,5.21,2.48,
217,210210_Nup1GFP_HighTimeResolution_01_30_R3D_D3D_nucleus_6_substack_frame_1_middleslice,592.89,210.47,2.82,0.35,2.63,6.83,3.56,
218,210210_Nup1GFP_HighTimeResolution_01_30_R3D_D3D_nucleus_6_substack_frame_2_middleslice,634.38,322.33,1.97,0.51,3.24,9.58,4.71,
219,210210_Nup1GFP_HighTimeResolution_01_30_R3D_D3D_nucleus_6_substack_frame_3_middleslice,338.39,118.11,2.86,0.35,1.54,5.08,2.33,
220,210210_Nup1GFP_HighTimeResolution_01_30_R3D_D3D_nucleus_7_substack_frame_1_middleslice,396.38,124.34,3.19,0.31,2.7,7.33,3.79,1
221,210210_Nup1GFP_HighTimeResolution_01_30_R3D_D3D_nucleus_7_substack_frame_2_middleslice,298.12,207.92,1.43,0.7,2.7,6.81,3.61,
222,210210_Nup1GFP_HighTimeResolution_01_30_R3D_D3D_nucleus_7_substack_frame_3_middleslice,314.36,112.52,2.79,0.36,2.02,6.12,2.98,
223,210210_Nup1GFP_HighTimeResolution_01_30_R3D_D3D_nucleus_8_substack_frame_1_middleslice,486.56,174.18,2.79,0.36,2.54,6.46,3.44,
224,210210_Nup1GFP_HighTimeResolution_01_30_R3D_D3D_nucleus_8_substack_frame_2_middleslice,338.99,126.2,2.69,0.37,1.61,5.06,2.37,
225,210210_Nup1GFP_HighTimeResolution_01_30_R3D_D3D_nucleus_8_substack_frame_3_middleslice,267.24,78.77,3.39,0.29,1.46,4.72,2.17,
